    1     1     0     1    32    11     3    18     4
    2     1     1     1   999    13     4    18     4
    3     1     1     1    30     9     4    18     4
    4     1     1     1    29     8     3    18     4
    5     1     1     0    26     7     4    18     4
    6     1   999     0   999    10   999    18     4
    7     2     0     0   999    11     5    17     4
    8     2     0     1    22     9     3    17     4
    9     2     0     0    23   999     2    17     4
   10     2     0     0    32     9     4    17     4
   11     2     0     1   999    12     5    17     4
   12     2     1     0    36    13     4    17     4
   13     3     0     0    16     0     3   999     2
   14     3     1     0    25     8     3   999     2
   15     3     0     1    31    15     3   999     2
   16     3     0     1    27     9     6   999     2
   17     3     0     1    30     9     4   999     2
   18     3     0     1    23   999     3   999     2
   19     4     0     0   999    13     3    20     4
   20     4     1     0    26    11     5    20     4
   21     4     0     1    27     8     4    20     4
   22     4     1     1    42    10     4    20     4
   23     4     0     1    24     8     5    20     4
   24     4     0     0    37    16     6    20     4
   25     5     0     0    33    12     4    23     3
   26     5     0     1    37    13     4    23     3
   27     5     0     1    29   999     4    23     3
   28     5     0     1    32     9     5    23     3
   29     5     0     0    24     6     4    23     3
   30     5     1     0    31     6     3    23     3
   31     6     1     0    21     2     3   999     2
   32     6     1     0    29     8     3   999     2
   33     6     0     1   999    12     5   999     2
   34     6     0     1    25     9     5   999     2
   35     6   999     0   999    12   999   999     2
   36     6     1     1    36   999     5   999     2
   37     7     1     1    29     4     2    12     1
   38     7     0     1    26   999     4    12     1
   39     7     1     0    26     6     2    12     1
   40     7     0     1    26    10     4    12     1
   41     7     1     1    31     9     4    12     1
   42     7     0     0    33     8     4    12     1
   43     8   999     0   999     8   999    16     1
   44     8     0     0    26    12     5    16     1
   45     8     0     1    25     5     5    16     1
   46     8   999     1   999     9   999    16     1
   47     8     0     1    29     5     3    16     1
   48     8     0     0    27   999     4    16     1
   49     9     0     0    27     7     5    23     3
   50     9     0     0    28     9     5    23     3
   51     9     0     0    26     7     4    23     3
   52     9     0     1    29    12     4    23     3
   53     9     1     1    28    10     4    23     3
   54     9     0     0    25   999     5    23     3
   55    10     1     1    33     8     4    24     3
   56    10     1     0    27     9     3    24     3
   57    10     0     1    29     6     4    24     3
   58    10     0     1    36    14     4    24     3
   59    10     0     0    24   999     4    24     3
   60    10     0     1    22     5     3    24     3
   61    11     1     0    28     8     3    15     2
   62    11     0     1    26     7     6    15     2
   63    11     0     0    30    11     4    15     2
   64    11     0     1    28     8     4    15     2
   65    11     0     1    28     8     3    15     2
   66    11     1     0    25     5     3    15     2
   67    12     0     1    36    10     5    18     3
   68    12     0     1    32   999     3    18     3
   69    12     0     0    30    11     4    18     3
   70    12     0     0    30    12     7    18     3
   71    12     1     0    34     9     3    18     3
   72    12   999     1   999     7   999    18     3
   73    13     0     1    24     5     5    19     2
   74    13     0     1    23     2     4    19     2
   75    13     0     0    25    10     4    19     2
   76    13     1     0    27    11     4    19     2
   77    13     1     1    24     6     3    19     2
   78    13   999     1   999     8   999    19     2
   79    14     1     1    24     3     2    20     3
   80    14     0     1    30   999     3    20     3
   81    14     1     0    22     7     2    20     3
   82    14     1     0    27     8     4    20     3
   83    14     0     0    38    10     4    20     3
   84    14     1     1    30     4     4    20     3
   85    15     0     1    34     9     3    15     3
   86    15     0     1    24    13     5    15     3
   87    15     1     1    21     5     3    15     3
   88    15     0     1    33    12     3    15     3
   89    15     0     1    35    10     5    15     3
   90    15     1     1    23   999     1    15     3
   91    16     0     1    28     9     5    24     4
   92    16   999     1   999     9   999    24     4
   93    16     1     0    24     4     3    24     4
   94    16     0     1    34    12     5    24     4
   95    16     0     0    34     8     5    24     4
   96    16     1     0   999    12     6    24     4
   97    17     1     0    29     4     3    15     1
   98    17   999     0   999    11   999    15     1
   99    17     0     0    26    10     5    15     1
  100    17     0     1    33    10     4    15     1
  101    17     1     1    29   999     4    15     1
  102    17     0     0   999    12     6    15     1
  103    18     0     1   999    10     1    16     3
  104    18     1     0    22    10     4    16     3
  105    18     0     1    28     9     3    16     3
  106    18     1     1    32    13     4    16     3
  107    18     0     0    27    10     2    16     3
  108    18   999     1   999    17   999    16     3
  109    19     0     0    28     8     5    22     3
  110    19     0     0    33    13     4    22     3
  111    19     0     1   999     9     4    22     3
  112    19     0     0    26     4     7    22     3
  113    19     0     1    33   999     3    22     3
  114    19     0     0   999    11     4    22     3
  115    20     0     0    23     9     3    14     2
  116    20     1     0    22     6     4    14     2
  117    20     0     0    29    12     4    14     2
  118    20     0     0    26    15     4    14     2
  119    20     1     0    29    10     3    14     2
  120    20     0     0    24     9     4    14     2
  121    21     0     1    25     7     3    19     3
  122    21     1     0   999    17     4    19     3
  123    21     1     0    17     5     2    19     3
  124    21     0     0    35   999     5    19     3
  125    21     0     0    26     9     5    19     3
  126    21     0     1    37    10     3    19     3
  127    22     0     1    39    10     5   999     3
  128    22     0     1    31     7     4   999     3
  129    22     0     1    32     6     3   999     3
  130    22     0     1    33     9     6   999     3
  131    22     0     0    32     5     3   999     3
  132    22     0     1    31   999     3   999     3
  133    23     0     1    28    11     4    24     4
  134    23     0     0    22    10     4    24     4
  135    23   999     0   999    14   999    24     4
  136    23     0     1    33    11     5    24     4
  137    23     0     1    30     9     4    24     4
  138    23     0     1   999    13     6    24     4
  139    24     0     0    28    10     3    19     3
  140    24     0     1    36    14     4    19     3
  141    24     1     0    27   999     3    19     3
  142    24     0     0    26    11     2    19     3
  143    24     0     0    24     9     1    19     3
  144    24     0     1   999    13     4    19     3
  145    25   999     1   999    10   999   999     1
  146    25     1     0    26     8     1   999     1
  147    25     0     0    34     6     4   999     1
  148    25     1     0    26     6     2   999     1
  149    25   999     1   999    10   999   999     1
  150    25     0     0    28   999     4   999     1
  151    26     0     1    29     9     4    22     2
  152    26     0     0   999    12     4    22     2
  153    26     1     0    23    10     3    22     2
  154    26     0     0    22     9     5    22     2
  155    26     0     1    31     7     3    22     2
  156    26     0     1    26    10     4    22     2
  157    27     1     1    34   999     3    21     4
  158    27     0     1    32    12     4    21     4
  159    27     0     1   999    13     6    21     4
  160    27     1     1    29     7     5    21     4
  161    27     0     0    20     4     5    21     4
  162    27     0     0    29    12     5    21     4
  163    28     1     1    25     3     5    26     3
  164    28     0     1    30   999     5    26     3
  165    28     0     1    29     8     7    26     3
  166    28     0     0    30     8     5    26     3
  167    28     1     0    26     9     3    26     3
  168    28     0     1   999    11     7    26     3
  169    29     0     1    30    12     4    19     3
  170    29     0     1    30    12     3    19     3
  171    29     1     1    32   999     3    19     3
  172    29   999     0    23     5   999    19     3
  173    29   999     0   999    14   999    19     3
  174    29     0     1    35    13     5    19     3
  175    30     1     0    26     9     4    21     3
  176    30     1     0    22    14     7    21     3
  177    30     1     0    30   999     2    21     3
  178    30     0     0    30    14     6    21     3
  179    30     0     1    29    14     5    21     3
  180    30     1     1    32   999     3    21     3
  181    31     1     0    28    10     3    21     3
  182    31     0     0   999    14     4    21     3
  183    31     1     1    22     8     5    21     3
  184    31     0     1    35    11     3    21     3
  185    31     0     0   999    15     5    21     3
  186    31     0     1    28    12     7    21     3
  187    32     1     1    23     9     3    15     1
  188    32     0     0    28     9     3    15     1
  189    32     0     0    29    12     3    15     1
  190    32     1     0    25     6     4    15     1
  191    32     1     0    29    11     3    15     1
  192    32     0     0    25   999     4    15     1
  193    33     1     1    32     8     3    19     4
  194    33     0     1    31    12     6    19     4
  195    33     0     0   999    14     4    19     4
  196    33     0     0    33    13     5    19     4
  197    33     0     1   999    10     3    19     4
  198    33     0     1    32    11     3    19     4
  199    34     1     1    27     9     4    24     4
  200    34     0     1    30    11     4    24     4
  201    34     1     0   999    11     5    24     4
  202    34     0     1    30   999     6    24     4
  203    34     0     1    31    12     4    24     4
  204    34     0     1   999    13     3    24     4
  205    35     0     0   999    15     7    33     3
  206    35     0     1    38    12     6    33     3
  207    35     0     1    32     8     5    33     3
  208    35     0     1    30     7     3    33     3
  209    35     0     1   999    15     7    33     3
  210    35     0     0    18     4     2    33     3
  211    36     0     0    22     8     5    26     3
  212    36     0     0    23     9     5    26     3
  213    36     0     1    31    11     5    26     3
  214    36     0     0    29    10     3    26     3
  215    36     0     0    20    10     5    26     3
  216    36     0     1    20     9     5    26     3
  217    37     1     0    36     6     4    17     3
  218    37     0     1    32     9     3    17     3
  219    37     1     0    26     7     2    17     3
  220    37     0     0    26    11     2    17     3
  221    37     1     0    23    10     4    17     3
  222    37     0     0    31    11     5    17     3
  223    38     1     1    30     7     3    27     3
  224    38     0     0    36    11     5    27     3
  225    38     0     1    28    11     3    27     3
  226    38     0     1    26    10     4    27     3
  227    38     0     0    31     9     5    27     3
  228    38     0     0    25     8     4    27     3
  229    39     0     0    30    12     6    19     3
  230    39     0     1    23     8     4    19     3
  231    39     0     1    40    15     5    19     3
  232    39     1     1    27    12     3    19     3
  233    39     1     0    22     9     5    19     3
  234    39     1     1   999    15     4    19     3
  235    40     0     1    30    10     4    15     2
  236    40   999     1   999     8   999    15     2
  237    40     1     1    26    10     2    15     2
  238    40     0     0    25    14     6    15     2
  239    40     0     1   999    15     5    15     2
  240    40     0     0   999    16     6    15     2
  241    41     0     1   999    13     5    23     4
  242    41     0     0    30    10     4    23     4
  243    41     0     1   999    13     4    23     4
  244    41     1     0    24     8     2    23     4
  245    41     0     1    41    17     5    23     4
  246    41     0     0    28     8     6    23     4
  247    42     1     1    28    11     5    18     3
  248    42     1     1    32     7     4    18     3
  249    42     0     0   999    12     4    18     3
  250    42     1     0   999    14     3    18     3
  251    42     0     1    27     9     2    18     3
  252    42     0     0   999    13     5    18     3
  253    43     0     0   999    12     4    15     3
  254    43     0     1    27     9     5    15     3
  255    43     0     1    36    11     5    15     3
  256    43     0     0    23    14     4    15     3
  257    43     1     0    29    13     4    15     3
  258    43     1     1    23    13     3    15     3
  259    44     1     0    28    10     2    21     4
  260    44     0     0   999    15     6    21     4
  261    44     0     1    26    10     4    21     4
  262    44     0     1    31    10     4    21     4
  263    44     1     1   999    15     7    21     4
  264    44     0     0    25     8     6    21     4
  265    45     0     0    25    11     4    12     1
  266    45     1     1    25     9     1    12     1
  267    45     1     1    29     7     4    12     1
  268    45     0     0    22     9     4    12     1
  269    45     1     0    19     5     1    12     1
  270    45     1     1    28    11     4    12     1
  271    46     1     0    21     6     2    17     3
  272    46     1     0    35    12     3    17     3
  273    46     0     0    28     8     3    17     3
  274    46     0     1    33    14     5    17     3
  275    46   999     0   999     9   999    17     3
  276    46   999     0   999    10   999    17     3
  277    47   999     0   999     8   999   999     3
  278    47     1     1    37     5     3   999     3
  279    47     1     0    32     7     2   999     3
  280    47     0     0    27    10     3   999     3
  281    47     0     1    33     9     2   999     3
  282    47     1     1    32     7     6   999     3
  283    48     0     0    24     5     4    24     2
  284    48     0     1    28    11     6    24     2
  285    48     0     0    23     7     2    24     2
  286    48     0     0    30    11     5    24     2
  287    48     0     0    22     5     6    24     2
  288    48     0     0    27     8     3    24     2
  289    49     0     0    31    10     6    21     4
  290    49     1     0    24     9     4    21     4
  291    49     1     0    36    14     4    21     4
  292    49     0     1    33     9     5    21     4
  293    49     0     1    31    15     7    21     4
  294    49     0     1    27     6     5    21     4
  295    50     1     0    27     9     5    22     3
  296    50   999     0    28     8   999    22     3
  297    50     0     0   999    13     4    22     3
  298    50     0     0    28    14     4    22     3
  299    50     0     1    34    13     6    22     3
  300    50     1     0    27     8     3    22     3
  301    51     0     0    28    12     6    26     4
  302    51     0     1   999    17     6    26     4
  303    51     0     0    35    13     6    26     4
  304    51     0     1   999    17     6    26     4
  305    51     0     1    23     5     5    26     4
  306    51     0     1   999    11     4    26     4
  307    52     0     1    32     8     5    19     3
  308    52     0     0   999    10     4    19     3
  309    52     1     1   999    13     6    19     3
  310    52     0     1    28     8     4    19     3
  311    52     0     0    31     9     4    19     3
  312    52     1     1    37     9     4    19     3
  313    53     0     1    27     7     3    21     3
  314    53     0     0   999    10     4    21     3
  315    53   999     0   999     8     1    21     3
  316    53     0     0    32     9     4    21     3
  317    53     0     0    29    10     5    21     3
  318    53     0     0    29     8     4    21     3
  319    54     0     1    30    16     5    21     3
  320    54     1     1   999    13     3    21     3
