      1.0000       0.0000       0.0000       3.0000      56.0000       5.0000      11.0000      49.0000      46.6902
      2.0000       0.0000       0.0000       1.0000      65.6000       1.0000      17.0000      51.0000      53.0000
      3.0000       0.0000       0.0000       1.0000      66.8000     999.0000      12.0000      61.0000      62.7740
      4.0000       1.0000       0.0000       2.0000      50.0000       4.0000      15.0000      57.0000      53.0000
      5.0000       0.0000       0.0000       1.0000      64.4000       6.0000      11.0000      47.0000      57.0000
      6.0000       0.0000       0.0000       2.0000      59.6000       3.0000      23.0000      65.0000      55.0000
      7.0000       1.0000       0.0000       1.0000      59.6000       3.0000      12.0000      54.0000      59.0000
      8.0000       0.0000       0.0000       1.0000      66.8000       4.0000      25.0000      61.0000      74.0000
      9.0000       1.0000       0.0000       2.0000      32.0000       3.0000      17.0000      47.0000      44.0000
     10.0000       0.0000       0.0000       2.0000      41.6000       5.0000      39.0000      38.0000      37.0000
     11.0000       0.0000       0.0000       2.0000      41.6000       3.0000      23.0000      50.0000      44.7740
     12.0000       1.0000       0.0000       2.0000      53.6000     999.0000      19.0000      55.0000      67.0000
     13.0000       1.0000       0.0000       2.0000      42.8000       3.0000      20.0000      59.0000      60.0000
     14.0000       0.0000       0.0000       2.0000      51.2000       2.0000      26.0000      49.0000      57.0000
     15.0000       0.0000       0.0000       3.0000      48.8000       2.0000      20.0000      47.0000      57.0000
     16.0000       1.0000       0.0000       2.0000      58.4000       4.0000       7.0000      46.0000      68.0000
     17.0000       0.0000       0.0000       1.0000      65.6000       6.0000       9.0000      47.0000      62.0000
     18.0000       0.0000       0.0000       1.0000      64.4000       2.0000      18.0000      41.0000      58.0395
     19.0000       1.0000       0.0000       1.0000      69.2000       6.0000      11.0000      55.0000      59.8242
     20.0000       1.0000       0.0000       2.0000      50.0000       3.0000      26.0000      45.0000      53.0000
     21.0000       1.0000       0.0000       2.0000      59.6000       5.0000      14.0000      61.0000      52.9583
     22.0000       0.0000       0.0000       2.0000      50.0000       3.0000      13.0000      41.0000      55.0000
     23.0000       0.0000       0.0000       2.0000      58.4000       4.0000      16.0000      61.0000      65.0000
     24.0000       0.0000       0.0000       2.0000      57.2000       4.0000      32.0000      34.0000      43.0000
     25.0000       1.0000       0.0000       2.0000      33.2000       1.0000      43.0000      33.0000      41.0000
     26.0000       0.0000       0.0000       2.0000      57.2000       3.0000      19.0000      43.0000      57.0000
     27.0000       1.0000       0.0000       2.0000      60.8000       1.0000      25.0000      51.0000      75.0000
     28.0000       0.0000       0.0000       3.0000      69.2000       1.0000      24.0000      40.0000      56.6930
     29.0000       1.0000       0.0000       2.0000      54.8000       2.0000      15.0000      46.0000      46.0000
     30.0000       1.0000       0.0000       2.0000      53.6000       2.0000      23.0000      46.0000      46.0000
     31.0000       0.0000       0.0000       2.0000      41.6000       5.0000      18.0000      41.0000      58.0000
     32.0000       1.0000       0.0000       1.0000      65.6000       3.0000      16.0000      59.0000      74.0000
     33.0000       0.0000       0.0000       2.0000      59.6000     999.0000      17.0000      55.0000      64.0000
     34.0000       0.0000       0.0000       1.0000      69.2000       3.0000      19.0000      52.0000      71.0000
     35.0000       0.0000       0.0000       2.0000      58.4000       3.0000       9.0000      47.0000      54.4268
     36.0000       0.0000       0.0000       2.0000      59.6000       4.0000      16.0000      64.0000      61.0000
     37.0000       0.0000       0.0000       2.0000      52.4000       3.0000      15.0000      53.0000      51.0000
     38.0000       1.0000       0.0000       2.0000      54.8000       5.0000      10.0000      48.0000      41.2199
     39.0000       0.0000       0.0000       2.0000      46.4000       1.0000      16.0000      45.0000      68.0000
     40.0000       0.0000       0.0000       2.0000      62.0000       1.0000      34.0000      38.0000      47.0000
     41.0000       0.0000       0.0000       1.0000      68.0000       6.0000      15.0000      57.0000      67.0000
     42.0000       0.0000       0.0000       2.0000      54.8000       6.0000     999.0000      67.0000      75.0000
     43.0000       1.0000       0.0000       2.0000      59.6000       5.0000     999.0000      62.0000      71.0000
     44.0000       0.0000       0.0000       2.0000      60.8000       3.0000      20.0000      44.0000      60.0000
     45.0000       1.0000       0.0000       3.0000      50.0000       4.0000     999.0000      54.0000      62.9605
     46.0000       1.0000       0.0000       1.0000      62.0000       6.0000      10.0000      51.0000      62.0000
     47.0000       1.0000       0.0000       2.0000      56.0000       5.0000       7.0000      46.0000      56.0000
     48.0000       1.0000       0.0000       3.0000      47.6000       5.0000      12.0000      48.0000      44.0000
     49.0000       1.0000       0.0000       2.0000      52.4000       2.0000      20.0000      53.0000      55.0000
     50.0000       0.0000       0.0000       1.0000      62.0000       6.0000       9.0000      61.0000      66.0000
     51.0000       0.0000       0.0000       2.0000      53.6000       2.0000      16.0000      45.0000      58.9670
     52.0000       0.0000       0.0000       1.0000      65.6000       5.0000      12.0000      49.0000      71.0000
     53.0000       1.0000       0.0000       2.0000      57.2000       6.0000      17.0000      59.0000      70.0000
     54.0000       0.0000       0.0000     999.0000      32.0000       3.0000      44.0000      27.0000      40.0000
     55.0000       1.0000       0.0000       2.0000      46.4000       1.0000      11.0000      48.0000      67.2330
     56.0000       1.0000       0.0000       2.0000      42.8000       6.0000       8.0000      53.0000      57.0000
     57.0000       1.0000       0.0000       3.0000      46.4000       4.0000      19.0000      60.0000      63.0000
     58.0000       0.0000       0.0000       1.0000      64.4000       4.0000      22.0000      47.0000      62.0000
     59.0000       0.0000       0.0000       2.0000      58.4000       6.0000     999.0000      59.0000      66.2517
     60.0000       1.0000       0.0000       2.0000      57.2000       6.0000      12.0000      58.0000      68.0000
     61.0000       0.0000       0.0000       2.0000      56.0000       3.0000      13.0000      49.0000      57.0000
     62.0000       1.0000       0.0000     999.0000      57.2000       3.0000     999.0000      53.0000      55.4258
     63.0000       0.0000       0.0000       2.0000      59.6000     999.0000     999.0000      61.0000      57.9553
     64.0000       0.0000       0.0000       2.0000      47.6000       2.0000      26.0000      51.0000      48.0000
     65.0000       0.0000       0.0000       2.0000      44.0000       1.0000      25.0000      39.0000      48.0000
     66.0000       1.0000       0.0000       3.0000      58.4000       1.0000      14.0000      44.0000      49.0000
     67.0000       0.0000       0.0000       1.0000      65.6000       4.0000      10.0000      56.0000      65.0000
     68.0000       0.0000       0.0000       2.0000      57.2000     999.0000      21.0000      53.0000      68.0000
     69.0000       0.0000       0.0000       2.0000      59.6000     999.0000      17.0000      51.0000      67.0000
     70.0000       0.0000       0.0000       1.0000      66.8000       4.0000       8.0000      60.0000      63.0000
     71.0000       0.0000       0.0000       2.0000      57.2000       3.0000     999.0000      60.0000      62.0000
     72.0000       0.0000       0.0000       3.0000      45.2000       6.0000      12.0000      68.0000      62.0000
     73.0000       0.0000       0.0000       1.0000      63.2000       6.0000       7.0000      60.0000      66.0000
     74.0000       0.0000       0.0000       1.0000      68.0000     999.0000     999.0000      53.0000      65.0000
     75.0000       1.0000       0.0000       1.0000      62.0000       3.0000      17.0000      56.0000      63.0000
     76.0000       1.0000       0.0000       2.0000      59.6000       2.0000      34.0000      29.0000      52.0000
     77.0000       0.0000       0.0000       1.0000      62.0000       4.0000     999.0000      44.0000      64.0000
     78.0000       0.0000       0.0000       1.0000      59.6000       4.0000      16.0000      45.0000      59.0000
     79.0000       1.0000       0.0000       2.0000      36.8000       3.0000      20.0000      55.0000      49.2461
     80.0000       0.0000       0.0000       2.0000      54.8000       2.0000      18.0000      49.0000      58.0000
     81.0000       1.0000       0.0000       2.0000      58.4000       4.0000      13.0000      54.0000      60.0000
     82.0000       0.0000       0.0000       2.0000      51.2000       6.0000      30.0000      50.0000      60.4039
     83.0000       0.0000       0.0000       1.0000      62.0000       3.0000      22.0000      49.0000      63.0000
     84.0000       1.0000       0.0000       2.0000      50.0000       4.0000       4.0000      62.0000      51.0000
     85.0000       1.0000       0.0000       2.0000      38.0000       5.0000      16.0000      62.0000      62.0000
     86.0000       0.0000       0.0000       3.0000      53.6000       2.0000      13.0000      48.0000      56.0000
     87.0000       0.0000       0.0000       3.0000      56.0000     999.0000      31.0000      39.0000      40.0000
     88.0000       0.0000       0.0000     999.0000      54.8000       3.0000      16.0000      55.0000      58.0000
     89.0000       1.0000       0.0000       2.0000      45.2000       3.0000      20.0000      57.0000      60.0000
     90.0000       1.0000       0.0000       2.0000      58.4000       1.0000      22.0000      52.0000      60.4620
     91.0000       1.0000       0.0000       2.0000      49.3639       6.0000     999.0000      56.0000      49.0626
     92.0000       1.0000       0.0000       2.0000      54.8000       1.0000      13.0000      54.0000      53.0000
     93.0000       0.0000       0.0000       2.0000      46.4000       4.0000      18.0000      49.0000      61.0000
     94.0000       0.0000       0.0000       2.0000      53.6000       5.0000      12.0000      46.0000      57.0000
     95.0000       0.0000       0.0000       2.0000      52.2391       2.0000      18.0000      46.0000      53.0000
     96.0000       1.0000       0.0000       2.0000      58.4000       2.0000      16.0000      55.0000      62.0000
     97.0000       1.0000       0.0000       1.0000      62.0000       5.0000      21.0000      49.0000      62.0000
     98.0000       0.0000       0.0000       1.0000      62.0000       3.0000      17.0000      52.0000      51.0000
     99.0000       0.0000       1.0000       2.0000      39.2000       1.0000      40.0000      35.0000      44.0000
    100.0000       0.0000       0.0000       2.0000      39.2000       4.0000      18.0000      57.0000      52.5827
    101.0000       0.0000       0.0000       1.0000      68.0000       5.0000     999.0000      68.0000      72.0000
    102.0000       1.0000       0.0000       2.0000      46.4000       3.0000      20.0000      42.0000      55.0000
    103.0000       1.0000       0.0000       1.0000      59.6000       3.0000      15.0000      48.0000      47.0000
    104.0000       0.0000       0.0000       1.0000      69.2000       2.0000      18.0000      49.0000      76.5681
    105.0000       0.0000       0.0000       1.0000      68.0000       6.0000      32.0000      63.0000      78.0000
    106.0000       1.0000       0.0000       1.0000      65.6000     999.0000      16.0000      49.0000      56.0000
    107.0000       0.0000       0.0000       2.0000      59.6000       1.0000      26.0000      48.0000      47.0000
    108.0000       1.0000       0.0000       2.0000      30.8000       2.0000      14.0000      51.0000      51.0000
    109.0000       1.0000       0.0000       2.0000      53.6000       5.0000      18.0000      55.0000      66.0000
    110.0000       0.0000       0.0000       1.0000      66.8000       4.0000     999.0000      62.0000      74.0000
    111.0000       1.0000       0.0000       1.0000      66.8000       6.0000      13.0000      60.0000      67.0000
    112.0000       0.0000       0.0000       1.0000      63.2000     999.0000       0.0000      50.0000      55.0000
    113.0000       0.0000       0.0000       2.0000      53.6000       1.0000     999.0000      61.0000      63.0000
    114.0000       1.0000       0.0000       1.0000      66.8000     999.0000     999.0000      52.0000      64.0000
    115.0000       1.0000       0.0000       1.0000      63.2000       1.0000      17.0000      45.0000      49.0000
    116.0000       0.0000       0.0000       1.0000      66.8000       6.0000      17.0000      56.0000      60.0000
    117.0000       0.0000       0.0000       2.0000      38.0000       3.0000      17.0000      46.0000      48.1557
    118.0000       1.0000       0.0000       2.0000      35.6000       2.0000      21.0000      39.0000      52.0000
    119.0000       1.0000       0.0000       1.0000      69.2000       4.0000      23.0000      63.0000      66.0000
    120.0000       1.0000       0.0000       2.0000      53.6000       2.0000      24.0000      43.0000      43.9507
    121.0000       0.0000       0.0000       2.0000      56.0000       3.0000      31.0000      34.0000      38.0000
    122.0000       0.0000       0.0000       2.0000      32.0000       3.0000      56.0000      32.0000      47.1153
