      1.0000     127.0000       1.0000       1.0000       7.3000      41.0000       3.0000       0.0000       1.0000       2.0000      56.5000       0.0000      -6.0000      55.0000       9.0000       1.9943       0.0593      -4.6787      -0.5479       2.6257       1.9243      42.8965       3.9588
      1.0000     127.0000       2.0000       1.0000       7.3000      41.0000       3.0000       0.0000       1.0000       2.0000      56.5000       1.0000      -5.0000      53.0000       9.0000       1.9943       0.0593      -4.6787      -0.5479       2.6257       1.9243      42.8965       1.7363
      1.0000     127.0000       3.0000       1.0000       7.3000      41.0000       3.0000       0.0000       1.0000       2.0000      56.5000       2.0000      -4.0000      56.0000       9.0000       1.9943       0.0593      -4.6787      -0.5479       2.6257       1.9243      42.8965       4.5138
      1.0000     127.0000       4.0000       1.0000       7.3000      41.0000       3.0000       0.0000       1.0000       2.0000      56.5000       3.0000      -3.0000      49.0000       9.0000       1.9943       0.0593      -4.6787      -0.5479       2.6257       1.9243      42.8965      -2.7087
      1.0000     127.0000       5.0000       1.0000       7.3000      41.0000       3.0000       0.0000       1.0000       2.0000      56.5000       4.0000      -2.0000      57.0000      10.0000       1.9943       0.0593      -4.6787      -0.5479       2.6257       1.9243      42.8965       5.0688
      1.0000     127.0000       6.0000       1.0000       7.3000      41.0000       3.0000       0.0000       1.0000       2.0000      56.5000       5.0000      -1.0000      50.7325     999.0000       1.9943       0.0593      -4.6787      -0.5479       2.6257       1.9243      42.8965      -1.4212
      1.0000     127.0000       7.0000       1.0000       7.3000      41.0000       3.0000       0.0000       1.0000       2.0000      56.5000       6.0000       0.0000      50.1475     999.0000       1.9943       0.0593      -4.6787      -0.5479       2.6257       1.9243      42.8965      -2.2286
      1.0000     128.0000       1.0000       1.0000       7.3000      41.0000       2.0000       0.0000       0.0000       2.0000      49.2000       0.0000      -6.0000      49.0000       9.0000       6.4166       0.3461      -4.6787      -0.5479      -0.0336       1.9243      42.8965      -3.1982
      1.0000     128.0000       2.0000       1.0000       7.3000      41.0000       2.0000       0.0000       0.0000       2.0000      49.2000       1.0000      -5.0000      55.0000       9.0000       6.4166       0.3461      -4.6787      -0.5479      -0.0336       1.9243      42.8965       2.2925
      1.0000     128.0000       3.0000       1.0000       7.3000      41.0000       2.0000       0.0000       0.0000       2.0000      49.2000       2.0000      -4.0000      50.0000      10.0000       6.4166       0.3461      -4.6787      -0.5479      -0.0336       1.9243      42.8965      -3.2167
      1.0000     128.0000       4.0000       1.0000       7.3000      41.0000       2.0000       0.0000       0.0000       2.0000      49.2000       3.0000      -3.0000      59.0000      10.0000       6.4166       0.3461      -4.6787      -0.5479      -0.0336       1.9243      42.8965       5.2741
      1.0000     128.0000       5.0000       1.0000       7.3000      41.0000       2.0000       0.0000       0.0000       2.0000      49.2000       4.0000      -2.0000      52.0000      10.0000       6.4166       0.3461      -4.6787      -0.5479      -0.0336       1.9243      42.8965      -2.2352
      1.0000     128.0000       6.0000       1.0000       7.3000      41.0000       2.0000       0.0000       0.0000       2.0000      49.2000       5.0000      -1.0000      50.0000      10.0000       6.4166       0.3461      -4.6787      -0.5479      -0.0336       1.9243      42.8965      -4.7444
      1.0000     128.0000       7.0000       1.0000       7.3000      41.0000       2.0000       0.0000       0.0000       2.0000      49.2000       6.0000       0.0000      48.2180     999.0000       6.4166       0.3461      -4.6787      -0.5479      -0.0336       1.9243      42.8965      -7.0357
      1.0000     129.0000       1.0000       1.0000       7.3000      41.0000       2.0000       1.0000       1.0000       2.0000      45.9000       0.0000      -6.0000      46.0000      10.0000      -1.4524      -0.1647      -4.6787      -0.5479       1.9009       1.9243      42.8965      -0.5414
      1.0000     129.0000       2.0000       1.0000       7.3000      41.0000       2.0000       1.0000       1.0000       2.0000      45.9000       1.0000      -5.0000      48.0000      10.0000      -1.4524      -0.1647      -4.6787      -0.5479       1.9009       1.9243      42.8965       1.4602
      1.0000     129.0000       3.0000       1.0000       7.3000      41.0000       2.0000       1.0000       1.0000       2.0000      45.9000       2.0000      -4.0000      45.0000      10.0000      -1.4524      -0.1647      -4.6787      -0.5479       1.9009       1.9243      42.8965      -1.5383
      1.0000     129.0000       4.0000       1.0000       7.3000      41.0000       2.0000       1.0000       1.0000       2.0000      45.9000       3.0000      -3.0000      42.0000      11.0000      -1.4524      -0.1647      -4.6787      -0.5479       1.9009       1.9243      42.8965      -4.5368
      1.0000     129.0000       5.0000       1.0000       7.3000      41.0000       2.0000       1.0000       1.0000       2.0000      45.9000       4.0000      -2.0000      46.0000      12.0000      -1.4524      -0.1647      -4.6787      -0.5479       1.9009       1.9243      42.8965      -0.5352
      1.0000     129.0000       6.0000       1.0000       7.3000      41.0000       2.0000       1.0000       1.0000       2.0000      45.9000       5.0000      -1.0000      49.0000      11.0000      -1.4524      -0.1647      -4.6787      -0.5479       1.9009       1.9243      42.8965       2.4663
      1.0000     129.0000       7.0000       1.0000       7.3000      41.0000       2.0000       1.0000       1.0000       2.0000      45.9000       6.0000       0.0000      46.0000      11.0000      -1.4524      -0.1647      -4.6787      -0.5479       1.9009       1.9243      42.8965      -0.5321
      1.0000     130.0000       1.0000       1.0000       7.3000      41.0000       3.0000       0.0000       1.0000       2.0000      53.7000       0.0000      -6.0000      54.0000       9.0000       4.0998      -0.1004      -4.6787      -0.5479       0.2679       1.9243      42.8965       0.5282
      1.0000     130.0000       2.0000       1.0000       7.3000      41.0000       3.0000       0.0000       1.0000       2.0000      53.7000       1.0000      -5.0000      47.0000       9.0000       4.0998      -0.1004      -4.6787      -0.5479       0.2679       1.9243      42.8965      -6.5346
