      1.0000     127.0000       1.0000       1.0000       7.3000      41.0000       3.0000       0.0000       1.0000       2.0000      56.5000       0.0000      -6.0000      55.0000       9.0000       0.4677       0.0252      -4.7067      -0.6827       1.1374       1.3820      43.8618       3.4780
      1.0000     127.0000       2.0000       1.0000       7.3000      41.0000       3.0000       0.0000       1.0000       2.0000      56.5000       1.0000      -5.0000      53.0000       9.0000       0.4677       0.0252      -4.7067      -0.6827       1.1374       1.3820      43.8618       1.3967
      1.0000     127.0000       3.0000       1.0000       7.3000      41.0000       3.0000       0.0000       1.0000       2.0000      56.5000       2.0000      -4.0000      56.0000       9.0000       0.4677       0.0252      -4.7067      -0.6827       1.1374       1.3820      43.8618       4.3154
      1.0000     127.0000       4.0000       1.0000       7.3000      41.0000       3.0000       0.0000       1.0000       2.0000      56.5000       3.0000      -3.0000      49.0000       9.0000       0.4677       0.0252      -4.7067      -0.6827       1.1374       1.3820      43.8618      -2.7659
      1.0000     127.0000       5.0000       1.0000       7.3000      41.0000       3.0000       0.0000       1.0000       2.0000      56.5000       4.0000      -2.0000      57.0000      10.0000       0.4677       0.0252      -4.7067      -0.6827       1.1374       1.3820      43.8618       5.1528
      1.0000     127.0000       6.0000       1.0000       7.3000      41.0000       3.0000       0.0000       1.0000       2.0000      56.5000       5.0000      -1.0000      53.8649     999.0000       0.4677       0.0252      -4.7067      -0.6827       1.1374       1.3820      43.8618       1.9364
      1.0000     127.0000       7.0000       1.0000       7.3000      41.0000       3.0000       0.0000       1.0000       2.0000      56.5000       6.0000       0.0000      52.3414     999.0000       0.4677       0.0252      -4.7067      -0.6827       1.1374       1.3820      43.8618       0.3316
      1.0000     128.0000       1.0000       1.0000       7.3000      41.0000       2.0000       0.0000       0.0000       2.0000      49.2000       0.0000      -6.0000      49.0000       9.0000       4.9245       0.1922      -4.7067      -0.6827      -0.8882       1.3820      43.8618      -4.0853
      1.0000     128.0000       2.0000       1.0000       7.3000      41.0000       2.0000       0.0000       0.0000       2.0000      49.2000       1.0000      -5.0000      55.0000       9.0000       4.9245       0.1922      -4.7067      -0.6827      -0.8882       1.3820      43.8618       1.6664
      1.0000     128.0000       3.0000       1.0000       7.3000      41.0000       2.0000       0.0000       0.0000       2.0000      49.2000       2.0000      -4.0000      50.0000      10.0000       4.9245       0.1922      -4.7067      -0.6827      -0.8882       1.3820      43.8618      -3.5819
      1.0000     128.0000       4.0000       1.0000       7.3000      41.0000       2.0000       0.0000       0.0000       2.0000      49.2000       3.0000      -3.0000      59.0000      10.0000       4.9245       0.1922      -4.7067      -0.6827      -0.8882       1.3820      43.8618       5.1698
