      1.0000     127.0000       1.0000       1.0000       7.3000      41.0000       3.0000       0.0000       1.0000       2.0000      56.5000       0.0000      -6.0000      55.0000       9.0000       5.1405       0.0925      -4.6276      -0.6824       2.4849       1.4047      42.7408      -1.1031
      1.0000     127.0000       2.0000       1.0000       7.3000      41.0000       3.0000       0.0000       1.0000       2.0000      56.5000       1.0000      -5.0000      53.0000       9.0000       5.1405       0.0925      -4.6276      -0.6824       2.4849       1.4047      42.7408      -3.2385
      1.0000     127.0000       3.0000       1.0000       7.3000      41.0000       3.0000       0.0000       1.0000       2.0000      56.5000       2.0000      -4.0000      56.0000       9.0000       5.1405       0.0925      -4.6276      -0.6824       2.4849       1.4047      42.7408      -0.3738
      1.0000     127.0000       4.0000       1.0000       7.3000      41.0000       3.0000       0.0000       1.0000       2.0000      56.5000       3.0000      -3.0000      49.0000       9.0000       5.1405       0.0925      -4.6276      -0.6824       2.4849       1.4047      42.7408      -7.5091
      1.0000     127.0000       5.0000       1.0000       7.3000      41.0000       3.0000       0.0000       1.0000       2.0000      56.5000       4.0000      -2.0000      57.0000      10.0000       5.1405       0.0925      -4.6276      -0.6824       2.4849       1.4047      42.7408       0.3555
      1.0000     127.0000       6.0000       1.0000       7.3000      41.0000       3.0000       0.0000       1.0000       2.0000      56.5000       5.0000      -1.0000      59.5766     999.0000       5.1405       0.0925      -4.6276      -0.6824       2.4849       1.4047      42.7408       2.7968
      1.0000     127.0000       7.0000       1.0000       7.3000      41.0000       3.0000       0.0000       1.0000       2.0000      56.5000       6.0000       0.0000      58.2980     999.0000       5.1405       0.0925      -4.6276      -0.6824       2.4849       1.4047      42.7408       1.3828
      1.0000     128.0000       1.0000       1.0000       7.3000      41.0000       2.0000       0.0000       0.0000       2.0000      49.2000       0.0000      -6.0000      49.0000       9.0000       4.6343       0.3396      -4.6276      -0.6824      -0.8920       1.4047      42.7408      -3.0706
      1.0000     128.0000       2.0000       1.0000       7.3000      41.0000       2.0000       0.0000       0.0000       2.0000      49.2000       1.0000      -5.0000      55.0000       9.0000       4.6343       0.3396      -4.6276      -0.6824      -0.8920       1.4047      42.7408       2.5470
      1.0000     128.0000       3.0000       1.0000       7.3000      41.0000       2.0000       0.0000       0.0000       2.0000      49.2000       2.0000      -4.0000      50.0000      10.0000       4.6343       0.3396      -4.6276      -0.6824      -0.8920       1.4047      42.7408      -2.8354
      1.0000     128.0000       4.0000       1.0000       7.3000      41.0000       2.0000       0.0000       0.0000       2.0000      49.2000       3.0000      -3.0000      59.0000      10.0000       4.6343       0.3396      -4.6276      -0.6824      -0.8920       1.4047      42.7408       5.7822
