      1.0000       1.0000       0.0000       1.0000      32.0000      11.0000       3.0000      18.0000       3.5000       3.2715      -0.2063      10.4711       1.4743
      2.0000       1.0000       1.0000       1.0000      31.8575      13.0000       4.0000      18.0000       3.5000       3.2715      -0.2063      10.4711       0.5799
      3.0000       1.0000       1.0000       1.0000      30.0000       9.0000       4.0000      18.0000       3.5000       3.2715      -0.2063      10.4711       0.2264
      4.0000       1.0000       1.0000       1.0000      29.0000       8.0000       3.0000      18.0000       3.5000       3.2715      -0.2063      10.4711      -0.3976
      5.0000       1.0000       1.0000       0.0000      26.0000       7.0000       4.0000      18.0000       3.5000       3.2715      -0.2063      10.4711      -1.4508
      6.0000       1.0000     999.0000       0.0000      26.4941      10.0000     999.0000      18.0000       3.5000       3.2715      -0.2063      10.4711      -2.0847
      7.0000       2.0000       0.0000       0.0000      32.1384      11.0000       5.0000      17.0000       4.0000       2.5527      -0.2491       9.5764       4.6842
      8.0000       2.0000       0.0000       1.0000      22.0000       9.0000       3.0000      17.0000       4.0000       2.5527      -0.2491       9.5764      -6.4317
      9.0000       2.0000       0.0000       0.0000      23.0000       7.0382       2.0000      17.0000       4.0000       2.5527      -0.2491       9.5764      -3.2788
     10.0000       2.0000       0.0000       0.0000      32.0000       9.0000       4.0000      17.0000       4.0000       2.5527      -0.2491       9.5764       5.1391
     11.0000       2.0000       0.0000       1.0000      21.6328      12.0000       5.0000      17.0000       4.0000       2.5527      -0.2491       9.5764      -7.6890
     12.0000       2.0000       1.0000       0.0000      36.0000      13.0000       4.0000      17.0000       4.0000       2.5527      -0.2491       9.5764       7.9524
     13.0000       3.0000       0.0000       0.0000      16.0000       0.0000       3.0000      18.4429       6.0000      -2.2512       0.2463       8.9107      -3.4162
     14.0000       3.0000       1.0000       0.0000      25.0000       8.0000       3.0000      18.4429       6.0000      -2.2512       0.2463       8.9107      -1.1744
     15.0000       3.0000       0.0000       1.0000      31.0000      15.0000       3.0000      18.4429       6.0000      -2.2512       0.2463       8.9107      -2.6587
     16.0000       3.0000       0.0000       1.0000      27.0000       9.0000       6.0000      18.4429       6.0000      -2.2512       0.2463       8.9107      -1.5900
     17.0000       3.0000       0.0000       1.0000      30.0000       9.0000       4.0000      18.4429       6.0000      -2.2512       0.2463       8.9107       1.4100
     18.0000       3.0000       0.0000       1.0000      23.0000       7.2149       3.0000      18.4429       6.0000      -2.2512       0.2463       8.9107      -4.0820
     19.0000       4.0000       0.0000       0.0000      30.6489      13.0000       3.0000      20.0000       4.5000      -1.7416       0.2629      10.1507      -1.0295
     20.0000       4.0000       1.0000       0.0000      26.0000      11.0000       5.0000      20.0000       4.5000      -1.7416       0.2629      10.1507      -3.8421
     21.0000       4.0000       0.0000       1.0000      27.0000       8.0000       4.0000      20.0000       4.5000      -1.7416       0.2629      10.1507      -1.6583
     22.0000       4.0000       1.0000       1.0000      42.0000      10.0000       4.0000      20.0000       4.5000      -1.7416       0.2629      10.1507      11.5053
     23.0000       4.0000       0.0000       1.0000      24.0000       8.0000       5.0000      20.0000       4.5000      -1.7416       0.2629      10.1507      -4.6583
     24.0000       4.0000       0.0000       0.0000      37.0000      16.0000       6.0000      20.0000       4.5000      -1.7416       0.2629      10.1507       2.5669
     25.0000       5.0000       0.0000       0.0000      33.0000      12.0000       4.0000      23.0000       6.5000       7.8590      -0.7865       8.6552       3.9835
     26.0000       5.0000       0.0000       1.0000      37.0000      13.0000       4.0000      23.0000       6.5000       7.8590      -0.7865       8.6552       6.4343
     27.0000       5.0000       0.0000       1.0000      29.0000      10.1455       4.0000      23.0000       6.5000       7.8590      -0.7865       8.6552      -1.6275
     28.0000       5.0000       0.0000       1.0000      32.0000       9.0000       5.0000      23.0000       6.5000       7.8590      -0.7865       8.6552       1.3477
     29.0000       5.0000       0.0000       0.0000      24.0000       6.0000       4.0000      23.0000       6.5000       7.8590      -0.7865       8.6552      -5.1464
     30.0000       5.0000       1.0000       0.0000      31.0000       6.0000       3.0000      23.0000       6.5000       7.8590      -0.7865       8.6552       1.8536
     31.0000       6.0000       1.0000       0.0000      21.0000       2.0000       3.0000      19.5701       5.6225       2.4300      -0.2358      10.3834      -3.8135
     32.0000       6.0000       1.0000       0.0000      29.0000       8.0000       3.0000      19.5701       5.6225       2.4300      -0.2358      10.3834       1.7636
     33.0000       6.0000       0.0000       1.0000      34.3983      12.0000       5.0000      19.5701       5.6225       2.4300      -0.2358      10.3834       3.9758
     34.0000       6.0000       0.0000       1.0000      25.0000       9.0000       5.0000      19.5701       5.6225       2.4300      -0.2358      10.3834      -4.2111
     35.0000       6.0000     999.0000       0.0000      27.3728      12.0000     999.0000      19.5701       5.6225       2.4300      -0.2358      10.3834      -1.4789
     36.0000       6.0000       1.0000       1.0000      36.0000      14.6209       5.0000      19.5701       5.6225       2.4300      -0.2358      10.3834       4.5191
     37.0000       7.0000       1.0000       1.0000      29.0000       4.0000       2.0000      12.0000       2.0000       3.0075      -0.2506      10.2507       2.1440
     38.0000       7.0000       0.0000       1.0000      26.0000       8.5707       4.0000      12.0000       2.0000       3.0075      -0.2506      10.2507      -1.3711
     39.0000       7.0000       1.0000       0.0000      26.0000       6.0000       2.0000      12.0000       2.0000       3.0075      -0.2506      10.2507       0.4895
     40.0000       7.0000       0.0000       1.0000      26.0000      10.0000       4.0000      12.0000       2.0000       3.0075      -0.2506      10.2507      -1.5321
     41.0000       7.0000       1.0000       1.0000      31.0000       9.0000       4.0000      12.0000       2.0000       3.0075      -0.2506      10.2507       3.5806
     42.0000       7.0000       0.0000       0.0000      33.0000       8.0000       4.0000      12.0000       2.0000       3.0075      -0.2506      10.2507       7.2641
     43.0000       8.0000     999.0000       0.0000      25.2581       8.0000     999.0000      16.0000       3.5000       1.1783      -0.1321       9.8219      -0.6074
     44.0000       8.0000       0.0000       0.0000      26.0000      12.0000       5.0000      16.0000       3.5000       1.1783      -0.1321       9.8219      -1.3741
     45.0000       8.0000       0.0000       1.0000      25.0000       5.0000       5.0000      16.0000       3.5000       1.1783      -0.1321       9.8219      -1.3049
     46.0000       8.0000     999.0000       1.0000      30.9002       9.0000     999.0000      16.0000       3.5000       1.1783      -0.1321       9.8219       3.0867
     47.0000       8.0000       0.0000       1.0000      29.0000       5.0000       3.0000      16.0000       3.5000       1.1783      -0.1321       9.8219       2.6951
     48.0000       8.0000       0.0000       0.0000      27.0000      12.0580       4.0000      16.0000       3.5000       1.1783      -0.1321       9.8219      -0.3960
     49.0000       9.0000       0.0000       0.0000      27.0000       7.0000       5.0000      23.0000       4.0000       1.7840      -0.1604       6.7294      -0.2850
     50.0000       9.0000       0.0000       0.0000      28.0000       9.0000       5.0000      23.0000       4.0000       1.7840      -0.1604       6.7294      -0.4939
     51.0000       9.0000       0.0000       0.0000      26.0000       7.0000       4.0000      23.0000       4.0000       1.7840      -0.1604       6.7294      -1.2850
     52.0000       9.0000       0.0000       1.0000      29.0000      12.0000       4.0000      23.0000       4.0000       1.7840      -0.1604       6.7294      -2.8780
     53.0000       9.0000       1.0000       1.0000      28.0000      10.0000       4.0000      23.0000       4.0000       1.7840      -0.1604       6.7294      -2.6692
     54.0000       9.0000       0.0000       0.0000      25.0000       6.4154       5.0000      23.0000       4.0000       1.7840      -0.1604       6.7294      -1.9317
     55.0000      10.0000       1.0000       1.0000      33.0000       8.0000       4.0000      24.0000       6.5000      -6.0780       0.5737       9.1526       5.1508
     56.0000      10.0000       1.0000       0.0000      27.0000       9.0000       3.0000      24.0000       6.5000      -6.0780       0.5737       9.1526      -0.6534
     57.0000      10.0000       0.0000       1.0000      29.0000       6.0000       4.0000      24.0000       6.5000      -6.0780       0.5737       9.1526       3.9009
     58.0000      10.0000       0.0000       1.0000      36.0000      14.0000       4.0000      24.0000       6.5000      -6.0780       0.5737       9.1526      -0.0996
     59.0000      10.0000       0.0000       0.0000      24.0000       5.6408       4.0000      24.0000       6.5000      -6.0780       0.5737       9.1526       0.9657
     60.0000      10.0000       0.0000       1.0000      22.0000       5.0000       3.0000      24.0000       6.5000      -6.0780       0.5737       9.1526      -1.7241
     61.0000      11.0000       1.0000       0.0000      28.0000       8.0000       3.0000      15.0000       5.0000       7.1633      -0.7277       8.2445       1.0564
     62.0000      11.0000       0.0000       1.0000      26.0000       7.0000       6.0000      15.0000       5.0000       7.1633      -0.7277       8.2445      -2.7694
